"TIME","GEO","INDIC_ED","UNIT","Value","Flag and Footnotes"
"2001","Germany (until 1990 former territory of the FRG)","Total public expenditure on education in millions PPS, at secondary level of education (ISCED 2-4)","Current prices, million purchasing power standards","43,569.2",""
"2001","Germany (until 1990 former territory of the FRG)","Total public expenditure on education in millions PPS, at tertiary level of education (ISCED 5-6)","Current prices, million purchasing power standards","20,827.6",""
"2001","Estonia","Total public expenditure on education in millions PPS, for all levels of education combined","Current prices, million purchasing power standards","657.8",""
"2001","Estonia","Total public expenditure on education in millions PPS, at primary level of education (ISCED 1)","Current prices, million purchasing power standards","193.5",""
"2001","Estonia","Total public expenditure on education in millions PPS, at secondary level of education (ISCED 2-4)","Current prices, million purchasing power standards","292.5",""
"2001","Estonia","Total public expenditure on education in millions PPS, at tertiary level of education (ISCED 5-6)","Current prices, million purchasing power standards","128.6",""
"2001","Ireland","Total public expenditure on education in millions PPS, for all levels of education combined","Current prices, million purchasing power standards","4,313.6",""
"2001","Ireland","Total public expenditure on education in millions PPS, at primary level of education (ISCED 1)","Current prices, million purchasing power standards","1,377.8",""
"2001","Ireland","Total public expenditure on education in millions PPS, at secondary level of education (ISCED 2-4)","Current prices, million purchasing power standards","1,641.2",""
"2001","Ireland","Total public expenditure on education in millions PPS, at tertiary level of education (ISCED 5-6)","Current prices, million purchasing power standards","1,232.0",""
"2001","Greece","Total public expenditure on education in millions PPS, for all levels of education combined","Current prices, million purchasing power standards","6,554.0","i"
"2001","Greece","Total public expenditure on education in millions PPS, at primary level of education (ISCED 1)","Current prices, million purchasing power standards","1,750.4","i"
"2001","Greece","Total public expenditure on education in millions PPS, at secondary level of education (ISCED 2-4)","Current prices, million purchasing power standards","2,347.2","i"
"2001","Greece","Total public expenditure on education in millions PPS, at tertiary level of education (ISCED 5-6)","Current prices, million purchasing power standards","2,000.8","i"
"2001","Spain","Total public expenditure on education in millions PPS, for all levels of education combined","Current prices, million purchasing power standards","33,382.2",""
"2001","Spain","Total public expenditure on education in millions PPS, at primary level of education (ISCED 1)","Current prices, million purchasing power standards","8,709.3",""
"2001","Spain","Total public expenditure on education in millions PPS, at secondary level of education (ISCED 2-4)","Current prices, million purchasing power standards","13,959.0",""
"2001","Spain","Total public expenditure on education in millions PPS, at tertiary level of education (ISCED 5-6)","Current prices, million purchasing power standards","7,612.8",""
"2001","France","Total public expenditure on education in millions PPS, for all levels of education combined","Current prices, million purchasing power standards","83,115.5",""
"2001","France","Total public expenditure on education in millions PPS, at primary level of education (ISCED 1)","Current prices, million purchasing power standards","16,813.0",""
"2001","France","Total public expenditure on education in millions PPS, at secondary level of education (ISCED 2-4)","Current prices, million purchasing power standards","40,290.0",""
"2001","France","Total public expenditure on education in millions PPS, at tertiary level of education (ISCED 5-6)","Current prices, million purchasing power standards","16,859.2",""
"2001","Croatia","Total public expenditure on education in millions PPS, for all levels of education combined","Current prices, million purchasing power standards",":",""
